acousticness,speechiness,valence,tempo,duration_ms,release_date,year,month
0.0356,0.252,0.67,94.623,252107,2007-11-06,2007,11
0.0049,0.0354,0.139,135.648,179667,2007-10-09,2007,10
0.0307,0.0467,0.28,140.013,247013,2007-01-01,2007,1
0.764,0.029,0.315,137.749,219840,2007-04-30,2007,4
0.033,0.222,0.485,172.247,205200,2007-08-20,2007,8
0.977,0.0346,0.228,136.12,186187,2007-08-27,2007,8
0.00168,0.105,0.642,137.836,167440,2007-04-24,2007,4
0.501,0.0302,0.76,113.884,174533,2007-05-01,2007,5
0.7140000000000001,0.0395,0.353,84.40899999999998,157933,2007-01-01,2007,1
9.11e-05,0.0758,0.376,175.06900000000005,249853,2007-06-14,2007,6
0.0194,0.193,0.607,165.96,276627,2007-05-15,2007,5
0.43,0.0266,0.347,84.359,327867,2007-01-01,2007,1
0.713,0.0299,0.454,153.616,269680,2007-05-15,2007,5
0.0004969999999999,0.0517,0.598,112.984,246640,2007-10-09,2007,10
0.00576,0.0337,0.186,140.95600000000005,218333,2007-06-11,2007,6
0.0851,0.0421,0.496,167.94,208707,2008-07-15,2008,7
0.555,0.233,0.916,93.995,261373,2008-08-05,2008,8
0.000105,0.0334,0.243,140.084,304907,2008-04-15,2008,4
0.0619,0.0315,0.627,139.937,230400,2008-01-01,2008,1
4.93e-05,0.0423,0.329,185.971,233987,2008-06-24,2008,6
0.209,0.03,0.326,84.104,211400,2008-01-01,2008,1
0.787,0.0362,0.951,157.16,163547,2008-01-01,2008,1
0.481,0.0444,0.967,166.165,127387,2008-07-29,2008,7
0.0231,0.0567,0.541,127.946,226800,2008-09-30,2008,9
0.0202,0.19,0.733,82.05,257813,2008-01-01,2008,1
0.231,0.0405,0.5670000000000001,141.286,253320,2008-01-01,2008,1
0.379,0.0276,0.184,73.975,263973,2008-11-11,2008,11
0.0124,0.0297,0.307,111.946,250453,2008-01-01,2008,1
0.0541,0.0287,0.281,154.96,216147,2008-11-18,2008,11
0.00722,0.0456,0.429,173.139,249667,2008-05-26,2008,5
0.000129,0.0594,0.279,134.968,263160,2008-09-30,2008,9
0.000221,0.064,0.296,202.012,210333,2008-08-15,2008,8
0.928,0.0519,0.175,103.039,186120,2008-02-19,2008,2
0.873,0.0406,0.0273,87.241,419280,2008-09-23,2008,9
0.588,0.0388,0.903,110.1,205813,2008-01-01,2008,1
0.00159,0.0885,0.3670000000000001,134.10299999999998,196373,2008-09-02,2008,9
0.758,0.0329,0.346,78.07600000000002,197627,2008-10-14,2008,10
0.158,0.0416,0.701,120.318,273427,2008-06-02,2008,6
0.017,0.152,0.6970000000000001,120.064,172413,2008-01-01,2008,1
0.124,0.0592,0.901,109.174,301800,2008-11-18,2008,11
0.00169,0.0323,0.228,131.911,195893,2008-01-01,2008,1
0.114,0.0303,0.972,91.518,206453,2008-01-01,2008,1
0.307,0.231,0.642,95.014,154240,2008-10-14,2008,10
0.234,0.0519,0.884,141.859,237160,2008-03-28,2008,3
0.00468,0.028,0.493,153.988,228627,2008-01-01,2008,1
0.14,0.04,0.94,113.022,255760,2008-01-29,2008,1
0.0451,0.0893,0.959,145.042,310573,2008-07-29,2008,7
0.012,0.0425,0.219,123.962,276147,2008-08-20,2008,8
0.0587,0.0228,0.335,80.02,282720,2008-01-01,2008,1
2.43e-05,0.0705,0.588,132.749,130933,2008-07-08,2008,7
0.0107,0.0298,0.7140000000000001,131.336,218667,2008-05-20,2008,5
0.0526,0.115,0.588,151.975,329813,2008-01-01,2008,1
0.00163,0.214,0.238,89.008,327667,2008-09-08,2008,9
0.6729999999999999,0.0338,0.964,114.368,210720,2008-01-01,2008,1
0.0851,0.0343,0.265,124.144,254387,2008-03-21,2008,3
0.778,0.0803,0.96,163.905,266787,2008-07-21,2008,7
0.27,0.0377,0.481,76.642,235107,2008-07-01,2008,7
0.369,0.0498,0.931,202.2,184693,2008-01-01,2008,1
0.0516,0.0363,0.459,128.003,290800,2008-01-01,2008,1
0.000996,0.109,0.119,89.686,297947,2008-01-28,2008,1
0.481,0.0276,0.306,143.731,234613,2008-01-01,2008,1
0.374,0.155,0.555,137.741,252987,2008-10-14,2008,10
0.0204,0.0416,0.303,120.025,265387,2008-04-08,2008,4
0.00343,0.0784,0.531,130.009,198787,2008-07-01,2008,7
0.0457,0.058,0.491,128.142,159387,2008-03-21,2008,3
0.00801,0.0472,0.353,113.971,477880,2008-01-01,2008,1
0.186,0.128,0.715,149.995,269533,2008-06-10,2008,6
0.00221,0.171,0.206,100.061,284760,2008-08-22,2008,8
0.303,0.0319,0.693,120.834,229160,2008-10-20,2008,10
0.0131,0.0321,0.5379999999999999,163.97799999999995,198067,2008-11-11,2008,11
0.7240000000000001,0.0299,0.569,86.38,250320,2008-01-01,2008,1
0.173,0.0449,0.441,80.078,213427,2008-03-21,2008,3
0.00107,0.0333,0.182,100.011,222067,2008-06-24,2008,6
0.231,0.0545,0.7759999999999999,123.173,208333,2008-01-01,2008,1
0.0108,0.064,0.361,146.96,257587,2008-01-01,2008,1
0.992,0.0427,0.0804,93.229,399667,2008-01-01,2008,1
0.0548,0.0274,0.47,78.009,295453,2008-01-01,2008,1
0.00991,0.04,0.321,159.939,235613,2008-01-01,2008,1
0.335,0.039,0.7659999999999999,138.447,146373,2008-01-01,2008,1
0.107,0.0313,0.4270000000000001,90.007,249147,2008-11-17,2008,11
0.104,0.0298,0.8170000000000001,109.057,149293,2008-04-28,2008,4
0.994,0.0425,0.0364,120.734,220187,2008-09-05,2008,9
0.544,0.0882,0.7909999999999999,94.99,225693,2008-01-01,2008,1
0.0172,0.0269,0.665,123.935,327760,2008-09-23,2008,9
0.458,0.0291,0.493,80.998,250707,2008-04-01,2008,4
0.0968,0.0403,0.696,114.257,192307,2008-03-21,2008,3
0.0181,0.0529,0.3229999999999999,120.159,261227,2008-11-11,2008,11
0.698,0.0518,0.177,116.826,250093,2008-09-23,2008,9
0.0114,0.0535,0.708,140.137,228053,2008-03-21,2008,3
0.0014,0.0355,0.7879999999999999,169.96400000000003,263213,2008-05-20,2008,5
4.85e-05,0.0343,0.531,127.593,189787,2008-10-20,2008,10
0.759,0.0549,0.965,108.503,177347,2008-01-01,2008,1
0.054,0.0344,0.902,120.961,224267,2008-01-01,2008,1
0.616,0.0276,0.457,150.107,183907,2008-01-01,2008,1
0.0164,0.0313,0.82,131.476,164693,2008-01-01,2008,1
0.00103,0.139,0.203,177.988,295227,2008-04-08,2008,4
0.000563,0.0295,0.835,125.99,157432,2008-08-29,2008,8
0.513,0.0329,0.343,184.462,316507,2008-04-15,2008,4
0.00137,0.125,0.502,174.021,251640,2008-03-19,2008,3
0.775,0.0849,0.92,137.194,197347,2008-01-28,2008,1
0.758,0.0333,0.968,123.245,196253,2008-01-01,2008,1
0.0503,0.0373,0.376,142.484,256133,2008-01-01,2008,1
0.0253,0.0282,0.418,113.053,216317,2008-09-08,2008,9
0.0856,0.0316,0.37,115.999,298053,2008-05-27,2008,5
0.0208,0.143,0.509,102.992,217120,2008-01-01,2008,1
0.0298,0.0414,0.602,175.99400000000003,228707,2008-01-01,2008,1
0.55,0.0529,0.556,114.917,187227,2008-01-01,2008,1
0.355,0.197,0.21,89.959,319400,2008-06-10,2008,6
0.00252,0.112,0.352,135.093,283400,2008-08-22,2008,8
0.0775,0.0403,0.6779999999999999,94.999,225573,2009-03-03,2009,3
0.139,0.0381,0.7659999999999999,152.023,359507,2009-11-03,2009,11
0.0867,0.0553,0.6,113.289,203333,2009-01-01,2009,1
0.81,0.0335,0.106,126.06,237900,2009-11-16,2009,11
0.00163,0.0392,0.799,110.021,208773,2009-11-03,2009,11
0.0932,0.0362,0.77,148.126,194227,2009-01-01,2009,1
0.27,0.0363,0.7070000000000001,134.189,229587,2009-09-25,2009,9
0.887,0.0351,0.349,109.755,204493,2009-05-04,2009,5
0.00764,0.0387,0.763,169.252,197973,2009-08-25,2009,8
0.201,0.0282,0.18,115.613,288320,2009-11-13,2009,11
0.179,0.0643,0.5870000000000001,164.041,231507,2009-01-27,2009,1
0.283,0.0821,0.584,119.98,212107,2009-01-01,2009,1
0.048,0.107,0.856,111.378,228640,2009-12-08,2009,12
0.288,0.0247,0.327,129.881,275267,2009-11-13,2009,11
0.0121,0.111,0.163,182.032,250600,2009-11-20,2009,11
0.436,0.0383,0.407,145.091,270827,2009-08-05,2009,8
0.0226,0.0352,0.962,129.946,232333,2009-03-11,2009,3
0.635,0.0292,0.287,159.986,291933,2009-12-29,2009,12
0.26,0.0342,0.203,115.742,185107,2009-02-24,2009,2
0.00149,0.0298,0.228,137.882,212493,2009-09-22,2009,9
0.000275,0.1,0.428,155.21200000000005,187960,2009-09-22,2009,9
0.7190000000000001,0.0319,0.496,147.915,243000,2009-01-01,2009,1
0.255,0.0445,0.722,94.998,206493,2009-11-10,2009,11
0.00216,0.0494,0.198,128.0,229200,2009-08-18,2009,8
0.00915,0.0297,0.899,104.781,220453,2009-01-23,2009,1
0.743,0.0332,0.388,175.891,204133,2009-08-25,2009,8
0.00461,0.0428,0.431,169.981,267467,2009-04-25,2009,4
0.809,0.0519,0.51,78.907,144427,2009-11-23,2009,11
0.993,0.0343,0.344,145.833,227184,2009-12-07,2009,12
0.0258,0.0327,0.196,169.87099999999995,224200,2009-07-07,2009,7
0.0616,0.0485,0.0916,135.006,346693,2009-09-10,2009,9
0.353,0.0502,0.8140000000000001,101.561,170173,2009-01-01,2009,1
0.109,0.0399,0.421,105.545,296016,2009-03-17,2009,3
0.0721,0.0533,0.733,157.795,274200,2009-06-30,2009,6
0.401,0.0312,0.54,129.654,166520,2009-01-01,2009,1
0.201,0.139,0.541,189.88,231840,2009-01-01,2009,1
0.000495,0.0374,0.557,161.994,278213,2009-11-03,2009,11
0.0819,0.0683,0.708,90.107,263013,2009-10-08,2009,10
0.319,0.0508,0.5660000000000001,154.93,258252,2009-09-08,2009,9
0.828,0.0303,0.472,105.79,283040,2009-05-05,2009,5
0.139,0.218,0.945,159.96200000000005,177053,2009-01-01,2009,1
0.192,0.143,0.498,179.9,240053,2009-01-01,2009,1
0.0984,0.312,0.966,178.05200000000005,251320,2009-09-18,2009,9
0.431,0.285,0.5710000000000001,159.984,243000,2009-03-16,2009,3
0.0505,0.0523,0.355,100.511,168680,2009-09-08,2009,9
0.0591,0.0334,0.897,136.02100000000002,278373,2009-06-09,2009,6
0.00018,0.1,0.459,156.046,184920,2009-01-01,2009,1
0.0761,0.052,0.8959999999999999,128.083,183693,2009-01-01,2009,1
0.06,0.0474,0.189,137.29399999999998,263920,2009-10-02,2009,10
0.0018,0.0749,0.396,87.925,191827,2009-01-01,2009,1
0.0342,0.217,0.4920000000000001,86.62,256387,2009-09-08,2009,9
0.272,0.042,0.8809999999999999,120.505,222387,2009-06-09,2009,6
0.067,0.0402,0.693,137.764,268191,2009-09-08,2009,9
0.0195,0.0681,0.841,149.954,229400,2009-01-01,2009,1
0.00561,0.0576,0.523,149.957,234147,2009-01-01,2009,1
0.0097,0.27,0.17,97.936,456773,2009-09-29,2009,9
0.106,0.0381,0.616,143.221,156907,2009-01-01,2009,1
0.184,0.35,0.391,90.843,208867,2009-07-01,2009,7
0.0065099999999999,0.0346,0.7290000000000001,94.036,184360,2009-01-01,2009,1
0.976,0.0295,0.195,98.45,233000,2009-12-29,2009,12
0.0273,0.0397,0.94,92.011,212507,2009-11-16,2009,11
0.00245,0.0538,0.609,133.819,178347,2009-01-01,2009,1
0.0542,0.0399,0.946,115.625,368280,2009-09-18,2009,9
0.0286,0.0487,0.55,96.012,220693,2009-08-05,2009,8
0.478,0.0398,0.471,77.018,211293,2009-10-06,2009,10
0.1639999999999999,0.089,0.895,163.085,117840,2009-01-01,2009,1
0.606,0.0561,0.967,164.545,184920,2009-11-27,2009,11
0.000998,0.185,0.321,184.91,187293,2009-08-07,2009,8
0.218,0.133,0.16,143.984,321467,2009-10-26,2009,10
0.205,0.0515,0.867,109.482,199813,2009-01-27,2009,1
0.0731,0.0285,0.133,109.962,254000,2009-12-29,2009,12
1.92e-05,0.0473,0.527,135.944,234800,2009-11-03,2009,11
0.0804,0.0671,0.8590000000000001,113.985,212333,2009-08-04,2009,8
2.9600000000000005e-05,0.0324,0.13,120.992,288960,2009-11-05,2009,11
0.682,0.0305,0.691,90.726,230773,2009-08-11,2009,8
0.000214,0.0637,0.428,171.861,261427,2009-06-15,2009,6
0.0333,0.0561,0.426,91.976,266440,2009-02-09,2009,2
0.0319,0.0282,0.782,113.98,164387,2009-09-22,2009,9
0.856,0.0324,0.0954,82.965,173400,2009-10-02,2009,10
0.0549,0.0919,0.921,124.896,50613,2009-01-01,2009,1
0.483,0.065,0.805,154.996,259013,2009-12-01,2009,12
0.777,0.04,0.7879999999999999,118.904,99213,2009-01-01,2009,1
0.423,0.0389,0.0389,114.926,260027,2009-10-02,2009,10
0.149,0.0868,0.513,130.079,187427,2009-08-21,2009,8
0.107,0.0569,0.89,90.852,591707,2009-10-27,2009,10
0.0251,0.0299,0.214,147.769,207987,2009-10-02,2009,10
0.269,0.0778,0.223,117.83,474067,2009-07-23,2009,7
0.41,0.0305,0.37,120.168,294533,2009-11-17,2009,11
0.748,0.0318,0.45,72.348,176653,2009-01-01,2009,1
0.191,0.241,0.5329999999999999,92.907,218080,2009-04-15,2009,4
0.0737,0.0337,0.93,129.02,211187,2009-01-01,2009,1
0.5489999999999999,0.0316,0.189,115.362,305093,2010-11-19,2010,11
0.319,0.144,0.5539999999999999,159.97799999999995,225120,2010-05-01,2010,5
0.00484,0.191,0.32,150.04,268894,2010-04-14,2010,4
0.394,0.0827,0.193,136.866,269533,2010-12-17,2010,12
0.000889,0.0842,0.743,132.007,293720,2010-01-01,2010,1
0.47,0.0315,0.234,103.511,116480,2010-01-01,2010,1
0.0739,0.0288,0.208,163.893,352187,2010-10-25,2010,10
0.153,0.03,0.868,182.091,183000,2010-01-01,2010,1
0.00478,0.0398,0.6829999999999999,139.898,265667,2010-10-25,2010,10
0.344,0.195,0.228,102.519,514307,2010-03-16,2010,3
0.00838,0.163,0.152,95.498,266733,2010-04-27,2010,4
0.0608,0.0291,0.8009999999999999,112.52,189893,2010-08-24,2010,8
0.00991,0.233,0.46,164.042,316853,2010-01-01,2010,1
0.00961,0.31,0.848,85.835,241573,2010-01-01,2010,1
0.172,0.0396,0.964,145.951,148973,2010-11-19,2010,11
0.00189,0.104,0.373,78.033,320160,2010-12-06,2010,12
0.095,0.0304,0.735,118.975,240760,2010-10-25,2010,10
0.00253,0.208,0.565,87.49600000000002,224420,2010-02-22,2010,2
0.00227,0.0653,0.215,97.106,235653,2010-01-01,2010,1
0.0178,0.0773,0.732,150.183,206373,2010-01-01,2010,1
0.609,0.0372,0.0997,124.404,361387,2010-09-30,2010,9
0.0988,0.0283,0.258,90.052,122680,2010-05-11,2010,5
0.28,0.0278,0.583,108.685,235293,2010-01-01,2010,1
0.518,0.311,0.444,112.416,276173,2010-01-01,2010,1
0.0139,0.0827,0.635,145.821,217160,2010-10-25,2010,10
0.194,0.0898,0.64,123.058,218813,2010-02-02,2010,2
0.0159,0.0408,0.856,118.06,205613,2010-08-06,2010,8
0.00372,0.116,0.931,127.938,201040,2010-12-03,2010,12
0.448,0.0408,0.29,100.992,210413,2010-01-01,2010,1
0.036,0.0347,0.142,204.12,317453,2010-10-25,2010,10
0.243,0.0499,0.386,123.965,218600,2010-01-01,2010,1
0.0001409999999999,0.0559,0.563,132.001,226893,2010-03-12,2010,3
0.0201,0.04,0.375,117.826,236760,2010-02-26,2010,2
0.0386,0.119,0.7040000000000001,128.31799999999998,210360,2010-01-01,2010,1
0.00166,0.0519,0.126,119.995,104120,2010-01-01,2010,1
0.0319,0.247,0.685,95.011,238173,2010-06-18,2010,6
0.429,0.0359,0.904,154.162,222867,2010-01-01,2010,1
0.789,0.177,0.879,79.98899999999998,189867,2010-11-19,2010,11
0.249,0.1,0.506,169.99599999999995,239493,2010-09-28,2010,9
0.208,0.105,0.962,141.91899999999995,226360,2010-11-02,2010,11
0.901,0.052,0.0222,106.018,95227,2010-01-01,2010,1
0.0894,0.34,0.495,136.085,226115,2010-12-07,2010,12
0.0803,0.14,0.8370000000000001,119.976,206733,2010-01-12,2010,1
0.0249,0.0418,0.24,111.153,156307,2010-01-01,2010,1
0.511,0.0514,0.192,135.047,117395,2010-05-03,2010,5
0.198,0.0468,0.7020000000000001,111.978,220467,2010-02-02,2010,2
0.7340000000000001,0.201,0.584,92.997,228493,2010-01-01,2010,1
0.00159,0.254,0.6679999999999999,162.961,195440,2010-10-26,2010,10
0.00877,0.0533,0.361,126.405,206187,2010-10-19,2010,10
0.505,0.182,0.843,76.009,268958,2010-11-16,2010,11
0.0154,0.0508,0.892,120.011,208867,2010-11-19,2010,11
0.0531,0.0433,0.8859999999999999,112.012,249427,2010-12-01,2010,12
0.00124,0.0512,0.746,134.035,286160,2010-01-12,2010,1
0.233,0.274,0.642,99.976,250747,2010-01-01,2010,1
0.113,0.206,0.505,82.904,223248,2010-08-13,2010,8
0.675,0.0535,0.969,105.91,145147,2010-04-29,2010,4
0.136,0.0466,0.127,126.905,303720,2010-11-16,2010,11
0.86,0.0504,0.6629999999999999,84.97200000000002,152893,2010-10-19,2010,10
0.57,0.0278,0.452,120.04,214427,2010-02-15,2010,2
0.00116,0.0548,0.375,180.024,328387,2010-07-23,2010,7
0.257,0.048,0.782,94.299,179667,2010-01-01,2010,1
0.0075,0.0368,0.622,125.026,169920,2010-07-23,2010,7
0.0569,0.0296,0.339,166.12,262387,2010-04-20,2010,4
0.979,0.0496,0.0307,62.232,486427,2010-06-11,2010,6
0.0273,0.0295,0.0989,98.728,191067,2010-06-29,2010,6
0.209,0.032,0.785,174.05900000000003,175427,2010-06-04,2010,6
7.37e-05,0.18,0.703,153.048,222560,2010-01-01,2010,1
0.00672,0.0648,0.278,91.724,246027,2010-05-14,2010,5
0.155,0.0477,0.812,159.04399999999995,188000,2010-01-01,2010,1
0.0008789999999999,0.0626,0.7659999999999999,139.958,234253,2010-03-30,2010,3
0.931,0.03,0.3670000000000001,107.0,255853,2010-04-13,2010,4
0.193,0.362,0.595,174.141,253533,2010-04-20,2010,4
0.57,0.0319,0.196,89.038,367133,2010-10-25,2010,10
0.00599,0.0385,0.315,159.881,243361,2010-01-01,2010,1
0.274,0.227,0.669,90.67,258787,2010-01-01,2010,1
0.000159,0.0677,0.477,184.916,315173,2010-07-23,2010,7
0.861,0.0275,0.257,118.383,288720,2010-01-26,2010,1
0.062,0.114,0.763,133.039,170600,2010-10-19,2010,10
0.0558,0.0463,0.912,144.019,224907,2010-01-01,2010,1
0.0474,0.123,0.48,156.109,192307,2010-01-01,2010,1
0.764,0.0335,0.196,74.877,226986,2010-11-16,2010,11
0.0896,0.044,0.547,125.965,200992,2010-10-24,2010,10
0.0462,0.0398,0.78,124.013,473333,2010-05-17,2010,5
0.023,0.105,0.8909999999999999,155.828,138293,2010-01-12,2010,1
0.0615,0.0587,0.7190000000000001,160.16,318827,2010-12-21,2010,12
0.00265,0.0665,0.486,127.996,186493,2010-01-01,2010,1
0.147,0.0276,0.672,154.879,216920,2010-01-01,2010,1
0.0867,0.289,0.573,80.916,171984,2010-08-13,2010,8
0.901,0.0417,0.0874,108.769,126093,2010-01-01,2010,1
0.8,0.0258,0.44,79.918,202813,2010-01-01,2010,1
0.000176,0.0966,0.64,183.718,218120,2010-11-05,2010,11
0.716,0.0784,0.904,114.053,272573,2010-07-03,2010,7
0.012,0.101,0.373,147.935,204200,2010-07-27,2010,7
0.022,0.0343,0.255,171.56799999999996,198213,2010-05-18,2010,5
0.387,0.0289,0.598,170.93900000000005,214733,2010-01-01,2010,1
0.0282,0.0377,0.703,88.979,216987,2010-07-12,2010,7
0.000123,0.0707,0.596,108.043,237480,2011-01-01,2011,1
0.011,0.0454,0.182,79.932,219840,2011-11-15,2011,11
0.412,0.112,0.8009999999999999,102.01,150960,2011-11-15,2011,11
0.163,0.0385,0.584,160.01,167680,2011-04-05,2011,4
0.643,0.298,0.404,89.77600000000002,213303,2011-11-15,2011,11
0.7859999999999999,0.0822,0.655,150.719,169747,2011-10-18,2011,10
0.6890000000000001,0.196,0.466,79.79899999999998,255373,2011-01-01,2011,1
0.1369999999999999,0.0484,0.268,96.993,259507,2011-09-02,2011,9
0.329,0.0317,0.382,139.952,316919,2011-10-04,2011,10
0.0362,0.333,0.406,140.08100000000002,233373,2011-08-05,2011,8
0.0078599999999999,0.324,0.878,158.162,235733,2011-07-08,2011,7
0.0127,0.0348,0.705,100.657,239907,2011-01-01,2011,1
0.00212,0.0435,0.235,111.968,214587,2011-10-03,2011,10
0.0225,0.221,0.419,96.997,187747,2011-01-01,2011,1
0.883,0.0403,0.0395,74.97,177500,2011-03-04,2011,3
0.0957,0.081,0.8009999999999999,183.977,176600,2011-01-01,2011,1
0.381,0.0339,0.261,63.345,273880,2011-06-24,2011,6
0.318,0.0534,0.523,73.422,223253,2011-02-03,2011,2
0.00181,0.0718,0.7140000000000001,82.98200000000001,183813,2011-01-01,2011,1
0.161,0.025,0.251,93.428,262813,2011-01-01,2011,1
0.00129,0.0625,0.6809999999999999,151.043,297347,2011-09-06,2011,9
0.319,0.0474,0.505,119.944,161347,2011-08-01,2011,8
0.13,0.0733,0.0244,67.083,1393220,2011-01-18,2011,1
0.501,0.0254,0.374,155.844,160307,2011-01-01,2011,1
0.092,0.469,0.52,183.602,209613,2011-01-01,2011,1
0.99,0.0303,0.3229999999999999,162.808,298587,2011-06-21,2011,6
0.0078599999999999,0.0321,0.7709999999999999,125.997,198133,2011-01-01,2011,1
0.0323,0.0561,0.34,166.018,225760,2011-03-08,2011,3
0.735,0.246,0.654,130.491,172027,2011-05-17,2011,5
0.0576,0.0536,0.508,86.98100000000002,218373,2011-08-01,2011,8
0.0212,0.0375,0.0944,137.986,285160,2011-10-24,2011,10
0.619,0.28,0.597,88.124,261874,2011-07-02,2011,7
0.000337,0.0636,0.457,186.093,255840,2011-09-30,2011,9
0.00642,0.049,0.902,167.995,206867,2011-01-01,2011,1
0.025,0.0383,0.6,127.985,215227,2011-11-19,2011,11
0.282,0.034,0.345,99.999,207679,2011-06-07,2011,6
0.1639999999999999,0.0455,0.324,58.396,224773,2011-03-22,2011,3
0.0357,0.0344,0.698,111.999,207280,2011-01-01,2011,1
0.42,0.0319,0.965,110.02,218413,2011-01-01,2011,1
0.02,0.342,0.7,159.865,197760,2011-01-01,2011,1
0.000169,0.0467,0.18,129.995,216093,2011-03-18,2011,3
0.000469,0.0441,0.411,149.893,211160,2011-01-01,2011,1
0.1369999999999999,0.132,0.411,80.744,159360,2011-12-09,2011,12
0.405,0.0278,0.8140000000000001,129.93200000000002,205667,2011-01-01,2011,1
0.482,0.0276,0.38,89.963,200373,2011-05-09,2011,5
0.931,0.0335,0.0867,117.94,208589,2011-12-05,2011,12
0.889,0.0469,0.0278,72.93,148813,2011-07-12,2011,7
0.0268,0.0375,0.916,93.01,201507,2011-11-25,2011,11
0.64,0.0327,0.162,139.893,271000,2011-06-30,2011,6
0.024,0.32,0.578,87.353,300960,2011-08-08,2011,8
0.222,0.0264,0.358,138.22,230627,2011-01-01,2011,1
0.64,0.0293,0.631,118.107,182613,2011-07-03,2011,7
7.759999999999999e-05,0.14,0.282,138.05100000000002,227893,2011-10-01,2011,10
0.000834,0.0887,0.199,135.90200000000002,226987,2011-01-01,2011,1
0.261,0.278,0.251,87.02,260080,2011-03-29,2011,3
0.0379,0.23,0.295,73.469,269267,2011-10-28,2011,10
0.912,0.029,0.189,125.203,255373,2011-11-04,2011,11
2.87e-05,0.119,0.374,164.99900000000005,200147,2011-06-06,2011,6
0.401,0.0276,0.496,99.05,224160,2011-07-11,2011,7
0.612,0.0245,0.283,79.581,210628,2011-10-07,2011,10
0.115,0.0567,0.573,129.97,194427,2011-01-01,2011,1
0.023,0.0861,0.71,159.82399999999996,277947,2011-01-19,2011,1
0.0405,0.0282,0.639,98.008,169373,2011-01-01,2011,1
0.000249,0.0335,0.868,113.99,217427,2011-11-14,2011,11
0.935,0.0373,0.142,131.987,160000,2011-03-04,2011,3
0.945,0.0323,0.131,91.592,188040,2011-06-21,2011,6
0.914,0.914,0.406,93.017,107333,2011-02-15,2011,2
0.0012,0.0713,0.219,174.97400000000005,200787,2011-12-27,2011,12
0.00953,0.149,0.408,140.065,281080,2011-01-01,2011,1
0.162,0.0512,0.927,103.483,220413,2011-09-09,2011,9
0.0386,0.0478,0.659,76.84,223507,2011-06-24,2011,6
0.233,0.089,0.595,143.856,369160,2011-10-07,2011,10
0.00913,0.0379,0.211,58.534,303173,2011-01-01,2011,1
0.000261,0.0361,0.705,124.005,255573,2011-11-04,2011,11
0.0107,0.03,0.4320000000000001,99.998,244760,2011-01-01,2011,1
0.0125,0.052,0.162,131.914,274853,2011-01-01,2011,1
0.0186,0.0463,0.244,128.056,159844,2011-04-05,2011,4
0.0305,0.0394,0.5710000000000001,129.876,210093,2011-08-31,2011,8
0.3670000000000001,0.0418,0.83,120.029,256183,2011-08-16,2011,8
0.00121,0.0686,0.8440000000000001,173.98,218493,2011-11-08,2011,11
0.499,0.211,0.879,88.275,141733,2011-05-24,2011,5
0.473,0.425,0.703,184.999,193469,2011-03-29,2011,3
0.316,0.175,0.836,120.056,183133,2011-07-25,2011,7
0.924,0.438,0.52,97.317,161671,2011-07-02,2011,7
0.602,0.0249,0.5429999999999999,106.485,209737,2011-06-21,2011,6
0.231,0.0917,0.964,176.02700000000004,257880,2011-03-21,2011,3
7.509999999999998e-05,0.149,0.228,122.897,456320,2011-09-21,2011,9
0.0551,0.272,0.274,81.337,274960,2011-09-27,2011,9
0.157,0.0289,0.514,147.88299999999995,291867,2011-04-11,2011,4
0.0103,0.0427,0.389,132.97299999999998,228827,2011-03-28,2011,3
0.000776,0.0568,0.494,99.983,198680,2011-01-01,2011,1
0.281,0.0273,0.488,99.991,197800,2011-09-13,2011,9
0.0294,0.236,0.504,105.533,277627,2011-07-26,2011,7
0.0105,0.0353,0.459,96.286,212663,2011-06-17,2011,6
0.00144,0.311,0.578,192.205,230733,2012-09-18,2012,9
0.189,0.057,0.888,155.034,276813,2012-05-18,2012,5
0.182,0.0346,0.569,77.47399999999998,256053,2012-06-26,2012,6
0.0121,0.0346,0.4,91.947,201227,2012-04-10,2012,4
0.462,0.0366,0.306,148.055,207920,2012-09-28,2012,9
0.449,0.0515,0.433,149.731,266040,2012-08-07,2012,8
0.6890000000000001,0.0841,0.96,115.864,39640,2012-07-10,2012,7
0.249,0.0503,0.267,127.998,356947,2012-01-01,2012,1
0.0237,0.0293,0.545,117.92,229053,2012-01-01,2012,1
0.0803,0.0313,0.851,98.071,161043,2012-10-16,2012,10
0.0593,0.131,0.476,150.029,233147,2012-08-17,2012,8
0.887,0.0468,0.1369999999999999,181.882,244973,2012-03-27,2012,3
0.779,0.03,0.209,147.86700000000005,227920,2012-09-18,2012,9
0.964,0.0476,0.173,127.545,214787,2012-02-21,2012,2
0.273,0.051,0.298,167.498,221373,2012-06-01,2012,6
0.0502,0.217,0.6940000000000001,136.045,211787,2012-01-01,2012,1
0.327,0.0645,0.194,92.995,209616,2012-08-20,2012,8
0.000704,0.0593,0.534,128.002,227987,2012-01-01,2012,1
0.618,0.0307,0.152,138.856,305893,2012-11-09,2012,11
0.632,0.0437,0.905,135.043,214680,2012-08-28,2012,8
0.00157,0.0325,0.25,120.041,193000,2012-09-04,2012,9
0.5479999999999999,0.038,0.855,120.11,250560,2012-08-27,2012,8
0.00212,0.246,0.51,76.627,217520,2012-12-18,2012,12
0.0906,0.383,0.268,94.973,181908,2012-04-13,2012,4
0.0117,0.0337,0.442,82.523,240560,2012-07-31,2012,7
0.541,0.0532,0.512,172.06400000000005,204320,2012-09-03,2012,9
